sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	prog_rrc	NA	sketched	2	sketched2	The apprentice being sketched by the artist rolled-up the canvas .
prime	prog_rrc	NA	sketched	3	sketched3	The painter being sketched by her student looked happy .
prime	prog_rrc	NA	sketched	4	sketched4	The robot being sketched by the illustrator gained popularity rapidly .
target	rrc	prog_rrc	sketched	1	sketched1	The culprit sketched
prime	urc	NA	introduced	2	introduced2	The producer who was introduced by the association won many awards .
prime	urc	NA	introduced	3	introduced3	The elf who was introduced by the magician danced happily .
prime	urc	NA	introduced	4	introduced4	The therapist who was introduced by the doctor listened carefully .
target	rrc	urc	introduced	1	introduced1	The speaker introduced
prime	urc	NA	approached	2	approached2	The clerk who was approached by his manager submitted the report .
prime	urc	NA	approached	3	approached3	The spy who was approached by the agent searched-for some answers .
prime	urc	NA	approached	4	approached4	The pharmacist who was approached by the patient recommended the blue pills .
target	rrc	urc	approached	1	approached1	The student approached
prime	rrc	NA	admired	2	admired2	The princess admired by the magician went into a trance .
prime	rrc	NA	admired	3	admired3	The employee admired by the manager received a good evaluation .
prime	rrc	NA	admired	4	admired4	The nurse admired by the doctor worked diligently .
target	rrc	rrc	admired	1	admired1	The singer admired
prime	amv	NA	identified	2	identified2	The warden identified the prisoner and cracked the walnuts enthusiastically .
prime	amv	NA	identified	3	identified3	The student identified the researcher and proposed an interesting project .
prime	amv	NA	identified	4	identified4	The electrician identified the company and was competent .
target	rrc	amv	identified	1	identified1	The thief identified
prime	urc	NA	encouraged	2	encouraged2	The musician who was encouraged by the crowd performed a breathtaking piece .
prime	urc	NA	encouraged	3	encouraged3	The teacher who was encouraged by her students brought some donuts .
prime	urc	NA	encouraged	4	encouraged4	The hairdresser who was encouraged by her customer tried a new hairstyle .
target	rrc	urc	encouraged	1	encouraged1	The gymnast encouraged
prime	prog_rrc	NA	congratulated	2	congratulated2	The actress being congratulated by the director talked to the media happily .
prime	prog_rrc	NA	congratulated	3	congratulated3	The governor being congratulated by the president made a public-statement .
prime	prog_rrc	NA	congratulated	4	congratulated4	The valedictorian being congratulated by her family beamed joyfully .
target	rrc	prog_rrc	congratulated	1	congratulated1	The captain congratulated
prime	urc	NA	selected	2	selected2	The professor who was selected by the university made plans-to-move .
prime	urc	NA	selected	3	selected3	The chef who was selected by the restaurant advertised his signature dish .
prime	urc	NA	selected	4	selected4	The developer who was selected by the team solved the problem efficiently .
target	rrc	urc	selected	1	selected1	The applicant selected
prime	prog_rrc	NA	challenged	2	challenged2	The scientist being challenged by the journalist demonstrated the invention .
prime	prog_rrc	NA	challenged	3	challenged3	The dragon being challenged by the wizard roared loudly .
prime	prog_rrc	NA	challenged	4	challenged4	The programmer being challenged by the supervisor accepted her mistake .
target	rrc	prog_rrc	challenged	1	challenged1	The protestors challenged
prime	amv	NA	betrayed	2	betrayed2	The king betrayed the genie and arrested the innocent woman .
prime	amv	NA	betrayed	3	betrayed3	The businessman betrayed his partner and lost a-lot-of money .
prime	amv	NA	betrayed	4	betrayed4	The executive betrayed her accountant and committed the famous tax-fraud .
target	rrc	amv	betrayed	1	betrayed1	The politician betrayed
prime	amv	NA	studied	2	studied2	The writer studied the scholar and wrote a radical book .
prime	amv	NA	studied	3	studied3	The apprentice studied the blacksmith and forged a shield .
prime	amv	NA	studied	4	studied4	The scholars studied the psychologist and were attentive .
target	rrc	amv	studied	1	studied1	The soldier studied
prime	urc	NA	chased	2	chased2	The monkey who was chased by a hatter stole his hats .
prime	urc	NA	chased	3	chased3	The thief who was chased by the officer stopped suddenly .
prime	urc	NA	chased	4	chased4	The dentist who was chased by her son threatened his teeth-extraction playfully .
target	rrc	urc	chased	1	chased1	The dog chased
prime	prog_rrc	NA	recognized	2	recognized2	The actor being recognized by the reporter waved enthusiastically .
prime	prog_rrc	NA	recognized	3	recognized3	The poet being recognized by the writer smiled .
prime	prog_rrc	NA	recognized	4	recognized4	The driver being recognized by the passenger grinned cheerfully .
target	rrc	prog_rrc	recognized	1	recognized1	The man recognized
prime	amv	NA	accompanied	2	accompanied2	The children accompanied their guardian and skipped to the park .
prime	amv	NA	accompanied	3	accompanied3	The toddler accompanied her parents and went to the store .
prime	amv	NA	accompanied	4	accompanied4	The builder accompanied the architect and visited the construction-site .
target	rrc	amv	accompanied	1	accompanied1	The prince accompanied
prime	urc	NA	paid	2	paid2	The organization who was paid by the government expanded its mission .
prime	urc	NA	paid	3	paid3	The broker who was paid by the company signed the contract .
prime	urc	NA	paid	4	paid4	The entrepreneur who was paid by the industrialist founded a successful company .
target	rrc	urc	paid	1	paid1	The cashier paid
prime	prog_rrc	NA	attacked	2	attacked2	The lion being attacked by the hunter staggered into the forest .
prime	prog_rrc	NA	attacked	3	attacked3	The senator being attacked by the assassin went to the hospital .
prime	prog_rrc	NA	attacked	4	attacked4	The analyst being attacked by his client apologized .
target	rrc	prog_rrc	attacked	1	attacked1	The troops attacked
prime	amv	NA	consoled	2	consoled2	The teenager consoled the friend and went to her home sullenly .
prime	amv	NA	consoled	3	consoled3	The woman consoled her daughter and smiled wistfully .
prime	amv	NA	consoled	4	consoled4	The athlete consoled his coach and promised more effort .
target	rrc	amv	consoled	1	consoled1	The widow consoled
prime	rrc	NA	scratched	2	scratched2	The toddler scratched by the table exclaimed in-surprise .
prime	rrc	NA	scratched	3	scratched3	The dog scratched by a stranger barked loudly .
prime	rrc	NA	scratched	4	scratched4	The diamond scratched by the machine remained flawless .
target	rrc	rrc	scratched	1	scratched1	The girl scratched
prime	rrc	NA	captured	2	captured2	The witch captured by the peasant cackled gleefully .
prime	rrc	NA	captured	3	captured3	The suspect captured by the investigator looked terrified .
prime	rrc	NA	captured	4	captured4	The prisoners captured by the colonel escaped at-night .
target	rrc	rrc	captured	1	captured1	The policeman captured
prime	rrc	NA	envied	2	envied2	The principal envied by the administration complained incessantly .
prime	rrc	NA	envied	3	envied3	The man envied by his sister bought a new car .
prime	rrc	NA	envied	4	envied4	The plumber envied by the carpenter was well-known .
target	rrc	rrc	envied	1	envied1	The officer envied
prime	prog_rrc	NA	examined	2	examined2	The engineer being examined by a licensor passed the test .
prime	prog_rrc	NA	examined	3	examined3	The industrialist being examined by the auditor hid the money .
prime	prog_rrc	NA	examined	4	examined4	The patient being examined by the hygenist looked uncomfortable .
target	rrc	prog_rrc	examined	1	examined1	The defendant examined
prime	rrc	NA	described	2	described2	The secretary described by the visitor waited patiently .
prime	rrc	NA	described	3	described3	The chemist described by the writer was interested .
prime	rrc	NA	described	4	described4	The physicist described by the journalist published many seminal articles .
target	rrc	rrc	described	1	described1	The boy described
prime	rrc	NA	loved	2	loved2	The comedian loved by the audience impersonated a famous celebrity .
prime	rrc	NA	loved	3	loved3	The kid loved by her parents slept peacefully .
prime	rrc	NA	loved	4	loved4	The janitor loved by the employees was cheerful .
target	rrc	rrc	loved	1	loved1	The landlord loved
prime	amv	NA	recorded	2	recorded2	The management recorded the employee and talked-about privacy .
prime	amv	NA	recorded	3	recorded3	The dancer recorded his trainer and practiced energetically .
prime	amv	NA	recorded	4	recorded4	The influencer recorded her fans and started-trending rapidly .
target	rrc	amv	recorded	1	recorded1	The priest recorded
