sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	amv	NA	sketched	3	sketched3	The painter sketched her student and looked happy .
prime	amv	NA	sketched	4	sketched4	The robot sketched the illustrator and gained popularity rapidly .
prime	amv	NA	sketched	1	sketched1	The culprit sketched the investigator and escaped .
target	rrc	amv	sketched	2	sketched2	The apprentice sketched
prime	prog_rrc	NA	introduced	3	introduced3	The elf being introduced by the magician danced happily .
prime	prog_rrc	NA	introduced	4	introduced4	The therapist being introduced by the doctor listened carefully .
prime	prog_rrc	NA	introduced	1	introduced1	The speaker being introduced by the chairman charmed everyone .
target	rrc	prog_rrc	introduced	2	introduced2	The producer introduced
prime	prog_rrc	NA	approached	3	approached3	The spy being approached by the agent searched-for some answers .
prime	prog_rrc	NA	approached	4	approached4	The pharmacist being approached by the patient recommended the blue pills .
prime	prog_rrc	NA	approached	1	approached1	The student being approached by the teacher passed the exam .
target	rrc	prog_rrc	approached	2	approached2	The clerk approached
prime	urc	NA	admired	3	admired3	The employee who was admired by the manager received a good evaluation .
prime	urc	NA	admired	4	admired4	The nurse who was admired by the doctor worked diligently .
prime	urc	NA	admired	1	admired1	The singer who was admired by her fans sang beautifully .
target	rrc	urc	admired	2	admired2	The princess admired
prime	rrc	NA	identified	3	identified3	The student identified by the researcher proposed an interesting project .
prime	rrc	NA	identified	4	identified4	The electrician identified by the company was competent .
prime	rrc	NA	identified	1	identified1	The thief identified by the victim ran-away in-fear .
target	rrc	rrc	identified	2	identified2	The warden identified
prime	prog_rrc	NA	encouraged	3	encouraged3	The teacher being encouraged by her students brought some donuts .
prime	prog_rrc	NA	encouraged	4	encouraged4	The hairdresser being encouraged by her customer tried a new hairstyle .
prime	prog_rrc	NA	encouraged	1	encouraged1	The gymnast being encouraged by the coach participated in the contest .
target	rrc	prog_rrc	encouraged	2	encouraged2	The musician encouraged
prime	amv	NA	congratulated	3	congratulated3	The governor congratulated the president and made a public-statement .
prime	amv	NA	congratulated	4	congratulated4	The valedictorian congratulated her family and beamed joyfully .
prime	amv	NA	congratulated	1	congratulated1	The captain congratulated the team and jumped excitedly .
target	rrc	amv	congratulated	2	congratulated2	The actress congratulated
prime	prog_rrc	NA	selected	3	selected3	The chef being selected by the restaurant advertised his signature dish .
prime	prog_rrc	NA	selected	4	selected4	The developer being selected by the team solved the problem efficiently .
prime	prog_rrc	NA	selected	1	selected1	The applicant being selected by the company gained more information .
target	rrc	prog_rrc	selected	2	selected2	The professor selected
prime	amv	NA	challenged	3	challenged3	The dragon challenged the wizard and roared loudly .
prime	amv	NA	challenged	4	challenged4	The programmer challenged the supervisor and accepted her mistake .
prime	amv	NA	challenged	1	challenged1	The protestors challenged the authority and marched on the streets .
target	rrc	amv	challenged	2	challenged2	The scientist challenged
prime	rrc	NA	betrayed	3	betrayed3	The businessman betrayed by his partner lost a-lot-of money .
prime	rrc	NA	betrayed	4	betrayed4	The executive betrayed by her accountant committed the famous tax-fraud .
prime	rrc	NA	betrayed	1	betrayed1	The politician betrayed by the party denied the allegations .
target	rrc	rrc	betrayed	2	betrayed2	The king betrayed
prime	rrc	NA	studied	3	studied3	The apprentice studied by the blacksmith forged a shield .
prime	rrc	NA	studied	4	studied4	The scholars studied by the psychologist were attentive .
prime	rrc	NA	studied	1	studied1	The soldier studied by the general fought valiantly .
target	rrc	rrc	studied	2	studied2	The writer studied
prime	prog_rrc	NA	chased	3	chased3	The thief being chased by the officer stopped suddenly .
