sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	amv	NA	sketched	1	sketched1	The culprit sketched the investigator and escaped .
prime	amv	NA	sketched	2	sketched2	The apprentice sketched the artist and rolled-up the canvas .
prime	amv	NA	sketched	3	sketched3	The painter sketched her student and looked happy .
target	rrc	amv	sketched	4	sketched4	The robot sketched
prime	prog_rrc	NA	introduced	1	introduced1	The speaker being introduced by the chairman charmed everyone .
prime	prog_rrc	NA	introduced	2	introduced2	The producer being introduced by the association won many awards .
prime	prog_rrc	NA	introduced	3	introduced3	The elf being introduced by the magician danced happily .
target	rrc	prog_rrc	introduced	4	introduced4	The therapist introduced
prime	prog_rrc	NA	approached	1	approached1	The student being approached by the teacher passed the exam .
prime	prog_rrc	NA	approached	2	approached2	The clerk being approached by his manager submitted the report .
prime	prog_rrc	NA	approached	3	approached3	The spy being approached by the agent searched-for some answers .
target	rrc	prog_rrc	approached	4	approached4	The pharmacist approached
prime	urc	NA	admired	1	admired1	The singer who was admired by her fans sang beautifully .
prime	urc	NA	admired	2	admired2	The princess who was admired by the magician went into a trance .
prime	urc	NA	admired	3	admired3	The employee who was admired by the manager received a good evaluation .
target	rrc	urc	admired	4	admired4	The nurse admired
prime	rrc	NA	identified	1	identified1	The thief identified by the victim ran-away in-fear .
prime	rrc	NA	identified	2	identified2	The warden identified by the prisoner cracked the walnuts enthusiastically .
prime	rrc	NA	identified	3	identified3	The student identified by the researcher proposed an interesting project .
target	rrc	rrc	identified	4	identified4	The electrician identified
prime	prog_rrc	NA	encouraged	1	encouraged1	The gymnast being encouraged by the coach participated in the contest .
prime	prog_rrc	NA	encouraged	2	encouraged2	The musician being encouraged by the crowd performed a breathtaking piece .
prime	prog_rrc	NA	encouraged	3	encouraged3	The teacher being encouraged by her students brought some donuts .
target	rrc	prog_rrc	encouraged	4	encouraged4	The hairdresser encouraged
prime	amv	NA	congratulated	1	congratulated1	The captain congratulated the team and jumped excitedly .
prime	amv	NA	congratulated	2	congratulated2	The actress congratulated the director and talked to the media happily .
prime	amv	NA	congratulated	3	congratulated3	The governor congratulated the president and made a public-statement .
target	rrc	amv	congratulated	4	congratulated4	The valedictorian congratulated
prime	prog_rrc	NA	selected	1	selected1	The applicant being selected by the company gained more information .
prime	prog_rrc	NA	selected	2	selected2	The professor being selected by the university made plans-to-move .
