sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	prog_rrc	NA	recorded	4	recorded4	The influencer being recorded by her fans started-trending rapidly .
prime	prog_rrc	NA	recorded	1	recorded1	The priest being recorded by the mob preached non-violence .
prime	prog_rrc	NA	recorded	3	recorded3	The dancer being recorded by his trainer practiced energetically .
target	rrc	prog_rrc	recorded	3	recorded3	The dancer recorded
prime	amv	NA	loved	4	loved4	The janitor loved the employees and was cheerful .
prime	amv	NA	loved	1	loved1	The landlord loved his tenants and was considerate .
prime	amv	NA	loved	3	loved3	The kid loved her parents and slept peacefully .
target	rrc	amv	loved	3	loved3	The kid loved
prime	amv	NA	described	4	described4	The physicist described the journalist and published many seminal articles .
prime	amv	NA	described	1	described1	The boy described the lady and glowed joyfully .
prime	amv	NA	described	3	described3	The chemist described the writer and was interested .
target	rrc	amv	described	3	described3	The chemist described
prime	urc	NA	examined	4	examined4	The patient who was examined by the hygenist looked uncomfortable .
prime	urc	NA	examined	1	examined1	The defendant who was examined by the lawyer was unreliable .
prime	urc	NA	examined	3	examined3	The industrialist who was examined by the auditor hid the money .
target	rrc	urc	examined	3	examined3	The industrialist examined
prime	amv	NA	envied	4	envied4	The plumber envied the carpenter and was well-known .
prime	amv	NA	envied	1	envied1	The officer envied the assistant and quit the job .
prime	amv	NA	envied	3	envied3	The man envied his sister and bought a new car .
target	rrc	amv	envied	3	envied3	The man envied
prime	amv	NA	captured	4	captured4	The prisoners captured the colonel and escaped at-night .
prime	amv	NA	captured	1	captured1	The policeman captured the kidnapper and divulged a-lot-of information .
prime	amv	NA	captured	3	captured3	The suspect captured the investigator and looked terrified .
target	rrc	amv	captured	3	captured3	The suspect captured
prime	amv	NA	scratched	4	scratched4	The diamond scratched the machine and remained flawless .
prime	amv	NA	scratched	1	scratched1	The girl scratched the cat and enjoyed the sunny afternoon .
prime	amv	NA	scratched	3	scratched3	The dog scratched a stranger and barked loudly .
target	rrc	amv	scratched	3	scratched3	The dog scratched
prime	prog_rrc	NA	consoled	4	consoled4	The athlete being consoled by his coach promised more effort .
prime	prog_rrc	NA	consoled	1	consoled1	The widow being consoled by her family felt better eventually .
prime	prog_rrc	NA	consoled	3	consoled3	The woman being consoled by her daughter smiled wistfully .
target	rrc	prog_rrc	consoled	3	consoled3	The woman consoled
prime	urc	NA	attacked	4	attacked4	The analyst who was attacked by his client apologized .
prime	urc	NA	attacked	1	attacked1	The troops who was attacked by the terrorists suffered some heavy losses .
prime	urc	NA	attacked	3	attacked3	The senator who was attacked by the assassin went to the hospital .
target	rrc	urc	attacked	3	attacked3	The senator attacked
prime	rrc	NA	paid	4	paid4	The entrepreneur paid by the industrialist founded a successful company .
prime	rrc	NA	paid	1	paid1	The cashier paid by the customer muttered something inaudibly .
prime	rrc	NA	paid	3	paid3	The broker paid by the company signed the contract .
target	rrc	rrc	paid	3	paid3	The broker paid
prime	prog_rrc	NA	accompanied	4	accompanied4	The builder being accompanied by the architect visited the construction-site .
prime	prog_rrc	NA	accompanied	1	accompanied1	The prince being accompanied by the duke arrived at the palace .
prime	prog_rrc	NA	accompanied	3	accompanied3	The toddler being accompanied by her parents went to the store .
target	rrc	prog_rrc	accompanied	3	accompanied3	The toddler accompanied
prime	urc	NA	recognized	4	recognized4	The driver who was recognized by the passenger grinned cheerfully .
prime	urc	NA	recognized	1	recognized1	The man who was recognized by the spy took-off down the street .
prime	urc	NA	recognized	3	recognized3	The poet who was recognized by the writer smiled .
target	rrc	urc	recognized	3	recognized3	The poet recognized
prime	rrc	NA	chased	4	chased4	The dentist chased by her son threatened his teeth-extraction playfully .
prime	rrc	NA	chased	1	chased1	The dog chased by the boy played-with the ball .
prime	rrc	NA	chased	3	chased3	The thief chased by the officer stopped suddenly .
target	rrc	rrc	chased	3	chased3	The thief chased
prime	prog_rrc	NA	studied	4	studied4	The scholars being studied by the psychologist were attentive .
prime	prog_rrc	NA	studied	1	studied1	The soldier being studied by the general fought valiantly .
prime	prog_rrc	NA	studied	3	studied3	The apprentice being studied by the blacksmith forged a shield .
target	rrc	prog_rrc	studied	3	studied3	The apprentice studied
prime	prog_rrc	NA	betrayed	4	betrayed4	The executive being betrayed by her accountant committed the famous tax-fraud .
prime	prog_rrc	NA	betrayed	1	betrayed1	The politician being betrayed by the party denied the allegations .
prime	prog_rrc	NA	betrayed	3	betrayed3	The businessman being betrayed by his partner lost a-lot-of money .
target	rrc	prog_rrc	betrayed	3	betrayed3	The businessman betrayed
prime	urc	NA	challenged	4	challenged4	The programmer who was challenged by the supervisor accepted her mistake .
prime	urc	NA	challenged	1	challenged1	The protestors who was challenged by the authority marched on the streets .
prime	urc	NA	challenged	3	challenged3	The dragon who was challenged by the wizard roared loudly .
target	rrc	urc	challenged	3	challenged3	The dragon challenged
prime	rrc	NA	selected	4	selected4	The developer selected by the team solved the problem efficiently .
prime	rrc	NA	selected	1	selected1	The applicant selected by the company gained more information .
prime	rrc	NA	selected	3	selected3	The chef selected by the restaurant advertised his signature dish .
target	rrc	rrc	selected	3	selected3	The chef selected
prime	urc	NA	congratulated	4	congratulated4	The valedictorian who was congratulated by her family beamed joyfully .
prime	urc	NA	congratulated	1	congratulated1	The captain who was congratulated by the team jumped excitedly .
prime	urc	NA	congratulated	3	congratulated3	The governor who was congratulated by the president made a public-statement .
target	rrc	urc	congratulated	3	congratulated3	The governor congratulated
prime	rrc	NA	encouraged	4	encouraged4	The hairdresser encouraged by her customer tried a new hairstyle .
prime	rrc	NA	encouraged	1	encouraged1	The gymnast encouraged by the coach participated in the contest .
prime	rrc	NA	encouraged	3	encouraged3	The teacher encouraged by her students brought some donuts .
target	rrc	rrc	encouraged	3	encouraged3	The teacher encouraged
prime	prog_rrc	NA	identified	4	identified4	The electrician being identified by the company was competent .
prime	prog_rrc	NA	identified	1	identified1	The thief being identified by the victim ran-away in-fear .
prime	prog_rrc	NA	identified	3	identified3	The student being identified by the researcher proposed an interesting project .
target	rrc	prog_rrc	identified	3	identified3	The student identified
prime	amv	NA	admired	4	admired4	The nurse admired the doctor and worked diligently .
prime	amv	NA	admired	1	admired1	The singer admired her fans and sang beautifully .
prime	amv	NA	admired	3	admired3	The employee admired the manager and received a good evaluation .
target	rrc	amv	admired	3	admired3	The employee admired
prime	rrc	NA	approached	4	approached4	The pharmacist approached by the patient recommended the blue pills .
prime	rrc	NA	approached	1	approached1	The student approached by the teacher passed the exam .
prime	rrc	NA	approached	3	approached3	The spy approached by the agent searched-for some answers .
target	rrc	rrc	approached	3	approached3	The spy approached
prime	rrc	NA	introduced	4	introduced4	The therapist introduced by the doctor listened carefully .
prime	rrc	NA	introduced	1	introduced1	The speaker introduced by the chairman charmed everyone .
prime	rrc	NA	introduced	3	introduced3	The elf introduced by the magician danced happily .
target	rrc	rrc	introduced	3	introduced3	The elf introduced
prime	urc	NA	sketched	4	sketched4	The robot who was sketched by the illustrator gained popularity rapidly .
prime	urc	NA	sketched	1	sketched1	The culprit who was sketched by the investigator escaped .
prime	urc	NA	sketched	3	sketched3	The painter who was sketched by her student looked happy .
target	rrc	urc	sketched	3	sketched3	The painter sketched
