sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	urc	NA	recorded	4	recorded4	The influencer who was recorded by her fans started-trending rapidly .
prime	urc	NA	recorded	1	recorded1	The priest who was recorded by the mob preached non-violence .
prime	urc	NA	recorded	3	recorded3	The dancer who was recorded by his trainer practiced energetically .
target	rrc	urc	recorded	3	recorded3	The dancer recorded
prime	prog_rrc	NA	loved	4	loved4	The janitor being loved by the employees was cheerful .
prime	prog_rrc	NA	loved	1	loved1	The landlord being loved by his tenants was considerate .
prime	prog_rrc	NA	loved	3	loved3	The kid being loved by her parents slept peacefully .
target	rrc	prog_rrc	loved	3	loved3	The kid loved
prime	prog_rrc	NA	described	4	described4	The physicist being described by the journalist published many seminal articles .
prime	prog_rrc	NA	described	1	described1	The boy being described by the lady glowed joyfully .
prime	prog_rrc	NA	described	3	described3	The chemist being described by the writer was interested .
target	rrc	prog_rrc	described	3	described3	The chemist described
prime	rrc	NA	examined	4	examined4	The patient examined by the hygenist looked uncomfortable .
prime	rrc	NA	examined	1	examined1	The defendant examined by the lawyer was unreliable .
prime	rrc	NA	examined	3	examined3	The industrialist examined by the auditor hid the money .
target	rrc	rrc	examined	3	examined3	The industrialist examined
prime	prog_rrc	NA	envied	4	envied4	The plumber being envied by the carpenter was well-known .
prime	prog_rrc	NA	envied	1	envied1	The officer being envied by the assistant quit the job .
prime	prog_rrc	NA	envied	3	envied3	The man being envied by his sister bought a new car .
target	rrc	prog_rrc	envied	3	envied3	The man envied
prime	prog_rrc	NA	captured	4	captured4	The prisoners being captured by the colonel escaped at-night .
prime	prog_rrc	NA	captured	1	captured1	The policeman being captured by the kidnapper divulged a-lot-of information .
prime	prog_rrc	NA	captured	3	captured3	The suspect being captured by the investigator looked terrified .
target	rrc	prog_rrc	captured	3	captured3	The suspect captured
prime	prog_rrc	NA	scratched	4	scratched4	The diamond being scratched by the machine remained flawless .
prime	prog_rrc	NA	scratched	1	scratched1	The girl being scratched by the cat enjoyed the sunny afternoon .
prime	prog_rrc	NA	scratched	3	scratched3	The dog being scratched by a stranger barked loudly .
target	rrc	prog_rrc	scratched	3	scratched3	The dog scratched
prime	urc	NA	consoled	4	consoled4	The athlete who was consoled by his coach promised more effort .
prime	urc	NA	consoled	1	consoled1	The widow who was consoled by her family felt better eventually .
prime	urc	NA	consoled	3	consoled3	The woman who was consoled by her daughter smiled wistfully .
target	rrc	urc	consoled	3	consoled3	The woman consoled
prime	rrc	NA	attacked	4	attacked4	The analyst attacked by his client apologized .
prime	rrc	NA	attacked	1	attacked1	The troops attacked by the terrorists suffered some heavy losses .
prime	rrc	NA	attacked	3	attacked3	The senator attacked by the assassin went to the hospital .
target	rrc	rrc	attacked	3	attacked3	The senator attacked
prime	amv	NA	paid	4	paid4	The entrepreneur paid the industrialist and founded a successful company .
