sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	rrc	NA	recorded	2	recorded2	The management recorded by the employee talked-about privacy .
prime	rrc	NA	recorded	3	recorded3	The dancer recorded by his trainer practiced energetically .
prime	rrc	NA	recorded	4	recorded4	The influencer recorded by her fans started-trending rapidly .
target	rrc	rrc	recorded	1	recorded1	The priest recorded
prime	urc	NA	loved	2	loved2	The comedian who was loved by the audience impersonated a famous celebrity .
prime	urc	NA	loved	3	loved3	The kid who was loved by her parents slept peacefully .
prime	urc	NA	loved	4	loved4	The janitor who was loved by the employees was cheerful .
target	rrc	urc	loved	1	loved1	The landlord loved
prime	urc	NA	described	2	described2	The secretary who was described by the visitor waited patiently .
prime	urc	NA	described	3	described3	The chemist who was described by the writer was interested .
prime	urc	NA	described	4	described4	The physicist who was described by the journalist published many seminal articles .
target	rrc	urc	described	1	described1	The boy described
prime	amv	NA	examined	2	examined2	The engineer examined a licensor and passed the test .
prime	amv	NA	examined	3	examined3	The industrialist examined the auditor and hid the money .
prime	amv	NA	examined	4	examined4	The patient examined the hygenist and looked uncomfortable .
target	rrc	amv	examined	1	examined1	The defendant examined
prime	urc	NA	envied	2	envied2	The principal who was envied by the administration complained incessantly .
prime	urc	NA	envied	3	envied3	The man who was envied by his sister bought a new car .
prime	urc	NA	envied	4	envied4	The plumber who was envied by the carpenter was well-known .
target	rrc	urc	envied	1	envied1	The officer envied
prime	urc	NA	captured	2	captured2	The witch who was captured by the peasant cackled gleefully .
prime	urc	NA	captured	3	captured3	The suspect who was captured by the investigator looked terrified .
prime	urc	NA	captured	4	captured4	The prisoners who was captured by the colonel escaped at-night .
target	rrc	urc	captured	1	captured1	The policeman captured
prime	urc	NA	scratched	2	scratched2	The toddler who was scratched by the table exclaimed in-surprise .
prime	urc	NA	scratched	3	scratched3	The dog who was scratched by a stranger barked loudly .
prime	urc	NA	scratched	4	scratched4	The diamond who was scratched by the machine remained flawless .
target	rrc	urc	scratched	1	scratched1	The girl scratched
prime	rrc	NA	consoled	2	consoled2	The teenager consoled by the friend went to her home sullenly .
prime	rrc	NA	consoled	3	consoled3	The woman consoled by her daughter smiled wistfully .
prime	rrc	NA	consoled	4	consoled4	The athlete consoled by his coach promised more effort .
target	rrc	rrc	consoled	1	consoled1	The widow consoled
prime	amv	NA	attacked	2	attacked2	The lion attacked the hunter and staggered into the forest .
prime	amv	NA	attacked	3	attacked3	The senator attacked the assassin and went to the hospital .
prime	amv	NA	attacked	4	attacked4	The analyst attacked his client and apologized .
target	rrc	amv	attacked	1	attacked1	The troops attacked
prime	prog_rrc	NA	paid	2	paid2	The organization being paid by the government expanded its mission .
prime	prog_rrc	NA	paid	3	paid3	The broker being paid by the company signed the contract .
prime	prog_rrc	NA	paid	4	paid4	The entrepreneur being paid by the industrialist founded a successful company .
target	rrc	prog_rrc	paid	1	paid1	The cashier paid
prime	rrc	NA	accompanied	2	accompanied2	The children accompanied by their guardian skipped to the park .
prime	rrc	NA	accompanied	3	accompanied3	The toddler accompanied by her parents went to the store .
prime	rrc	NA	accompanied	4	accompanied4	The builder accompanied by the architect visited the construction-site .
target	rrc	rrc	accompanied	1	accompanied1	The prince accompanied
prime	amv	NA	recognized	2	recognized2	The actor recognized the reporter and waved enthusiastically .
prime	amv	NA	recognized	3	recognized3	The poet recognized the writer and smiled .
