sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	urc	NA	sketched	3	sketched3	The painter who was sketched by her student looked happy .
prime	urc	NA	sketched	4	sketched4	The robot who was sketched by the illustrator gained popularity rapidly .
prime	urc	NA	sketched	1	sketched1	The culprit who was sketched by the investigator escaped .
target	rrc	urc	sketched	2	sketched2	The apprentice sketched
prime	rrc	NA	introduced	3	introduced3	The elf introduced by the magician danced happily .
prime	rrc	NA	introduced	4	introduced4	The therapist introduced by the doctor listened carefully .
prime	rrc	NA	introduced	1	introduced1	The speaker introduced by the chairman charmed everyone .
target	rrc	rrc	introduced	2	introduced2	The producer introduced
prime	rrc	NA	approached	3	approached3	The spy approached by the agent searched-for some answers .
prime	rrc	NA	approached	4	approached4	The pharmacist approached by the patient recommended the blue pills .
prime	rrc	NA	approached	1	approached1	The student approached by the teacher passed the exam .
target	rrc	rrc	approached	2	approached2	The clerk approached
prime	amv	NA	admired	3	admired3	The employee admired the manager and received a good evaluation .
prime	amv	NA	admired	4	admired4	The nurse admired the doctor and worked diligently .
prime	amv	NA	admired	1	admired1	The singer admired her fans and sang beautifully .
target	rrc	amv	admired	2	admired2	The princess admired
prime	prog_rrc	NA	identified	3	identified3	The student being identified by the researcher proposed an interesting project .
prime	prog_rrc	NA	identified	4	identified4	The electrician being identified by the company was competent .
prime	prog_rrc	NA	identified	1	identified1	The thief being identified by the victim ran-away in-fear .
target	rrc	prog_rrc	identified	2	identified2	The warden identified
prime	rrc	NA	encouraged	3	encouraged3	The teacher encouraged by her students brought some donuts .
prime	rrc	NA	encouraged	4	encouraged4	The hairdresser encouraged by her customer tried a new hairstyle .
prime	rrc	NA	encouraged	1	encouraged1	The gymnast encouraged by the coach participated in the contest .
target	rrc	rrc	encouraged	2	encouraged2	The musician encouraged
prime	urc	NA	congratulated	3	congratulated3	The governor who was congratulated by the president made a public-statement .
prime	urc	NA	congratulated	4	congratulated4	The valedictorian who was congratulated by her family beamed joyfully .
prime	urc	NA	congratulated	1	congratulated1	The captain who was congratulated by the team jumped excitedly .
target	rrc	urc	congratulated	2	congratulated2	The actress congratulated
prime	rrc	NA	selected	3	selected3	The chef selected by the restaurant advertised his signature dish .
prime	rrc	NA	selected	4	selected4	The developer selected by the team solved the problem efficiently .
prime	rrc	NA	selected	1	selected1	The applicant selected by the company gained more information .
target	rrc	rrc	selected	2	selected2	The professor selected
prime	urc	NA	challenged	3	challenged3	The dragon who was challenged by the wizard roared loudly .
prime	urc	NA	challenged	4	challenged4	The programmer who was challenged by the supervisor accepted her mistake .
prime	urc	NA	challenged	1	challenged1	The protestors who was challenged by the authority marched on the streets .
target	rrc	urc	challenged	2	challenged2	The scientist challenged
prime	prog_rrc	NA	betrayed	3	betrayed3	The businessman being betrayed by his partner lost a-lot-of money .
prime	prog_rrc	NA	betrayed	4	betrayed4	The executive being betrayed by her accountant committed the famous tax-fraud .
prime	prog_rrc	NA	betrayed	1	betrayed1	The politician being betrayed by the party denied the allegations .
target	rrc	prog_rrc	betrayed	2	betrayed2	The king betrayed
prime	prog_rrc	NA	studied	3	studied3	The apprentice being studied by the blacksmith forged a shield .
prime	prog_rrc	NA	studied	4	studied4	The scholars being studied by the psychologist were attentive .
prime	prog_rrc	NA	studied	1	studied1	The soldier being studied by the general fought valiantly .
target	rrc	prog_rrc	studied	2	studied2	The writer studied
prime	rrc	NA	chased	3	chased3	The thief chased by the officer stopped suddenly .
prime	rrc	NA	chased	4	chased4	The dentist chased by her son threatened his teeth-extraction playfully .
